,0
5673,ERAL1
5674,ERAP1
5675,ERAP2
5676,ERAS
5677,ERBIN
5678,ERBB2
5679,ERBB3
5680,ERBB4
5681,ERC1
5682,ERC2
5683,ERCC1
5684,ERCC2
5685,ERCC3
5686,ERCC4
5687,ERCC5
5688,ERCC6L
5689,ERCC6
5690,ERCC8
5691,EREG
5692,ERF
5693,ERGIC1
5694,ERGIC2
5695,ERGIC3
5696,ERG
5697,ERH
5698,ERI1
5699,ERI2
5700,ERI3
5701,ERICH1
5702,ERLEC1
5703,ERLIN1
5704,ERLIN2
5705,ERMAP
5706,ERMN
5707,ERMP1
5708,ERN1
5709,ERN2
5710,ERO1B
5711,ERO1A
5712,ERP27
5713,ERP29
5714,ERP44
5715,ERRFI1
5716,ERVFRD-1
5717,ESAM
5718,ESCO1
5719,ESCO2
5720,ESD
5721,ESF1
5722,ESM1
5723,ESPL1
5724,ESPNL
5725,ESPNP
5726,ESPN
5727,ESR1
5728,ESR2
5729,ESRP1
5730,ESRP2
5731,ESRRA
5732,ESRRB
5733,ESRRG
5734,ESX1
5735,ESYT1
5736,ESYT2
5737,ESYT3
5738,ETAA1
5739,ETF1
5740,ETFA
5741,ETFB
5742,ETFDH
5743,ETHE1
5744,ETNK1
5745,ETNK2
5746,ETS1
5747,ETS2
5748,ETV1
5749,ETV2
5750,ETV3L
5751,ETV3
5752,ETV4
5753,ETV5
5754,ETV6
5755,ETV7
5756,EVC2
5757,EVC
5758,EVI2A
5759,EVI2B
5760,EVI5L
5761,EVI5
5762,EVL
5763,EVPLL
5764,EVPL
5765,EVX1
5766,EVX2
5767,EWSR1
5768,EXD1
5769,EXD2
5770,EXD3
5771,EXO1
5772,EXOC1
5773,EXOC2
5774,EXOC3L2
5775,EXOC3L1
5776,EXOC3
5777,EXOC4
5778,EXOC5
5779,EXOC6B
5780,EXOC6
5781,EXOC7
5782,EXOC8
5783,EXOG
5784,EXOSC10
5785,EXOSC1
5786,EXOSC2
5787,EXOSC3
5788,EXOSC4
5789,EXOSC5
5790,EXOSC6
5791,EXOSC7
5792,EXOSC8
5793,EXOSC9
5794,EXPH5
5795,EXT1
5796,EXT2
5797,EXTL1
5798,EXTL2
5799,EXTL3
5800,EYA1
5801,EYA2
5802,EYA3
5803,EYA4
5804,EYS
5805,EZH1
5806,EZH2
5807,EZR
5808,F10
5809,F11R
5810,F11
5811,F12
5812,F13A1
5813,F13B
5814,F2RL1
5815,F2RL2
5816,F2RL3
5817,F2R
5818,F2
5819,F3
5820,F5
5821,F7
5822,F8A1
5823,F8
5824,F9
5825,FA2H
5826,FAAH2
5827,FAAH
5828,FABP12
5829,FABP1
5830,FABP2
5831,FABP3
5832,FABP4
5833,FABP5P3
5834,FABP5
5835,FABP6
5836,FABP7
5837,FABP9
5838,FADD
5839,FADS1
5840,FADS2
5841,FADS3
5842,FADS6
5843,FAF1
5844,FAF2
5845,FAHD1
5846,FAHD2A
5847,FAHD2B
5848,FAH
5849,FAIM2
5850,FCMR
5851,FAIM
5852,UBALD1
5853,UBALD2
5854,RFLNA
5855,RFLNB
5856,FAM102A
5857,FAM102B
5858,RAMAC
5859,FAM104A
5860,FAM104B
5861,OTULINL
5862,OTULIN
5863,FAM106A
5864,FAM106CP
5865,FAM107A
5866,FAM107B
5867,ABHD17A
5868,ABHD17B
5869,ABHD17C
5870,PHETA1
5871,PHETA2
5872,ST13P4
5873,FAM110A
5874,FAM110B
5875,FAM110C
5876,FAM111A
5877,FAM111B
5878,PCED1A
5879,PCED1B
5880,FAM114A1
5881,FAM114A2
5882,TCAF1
5883,TCAF2
5884,DENND6A
5885,DENND6B
5886,FAM117A
5887,FAM117B
5888,FAM118A
5889,FAM118B
5890,METTL21A
5891,EEF1AKMT3
5892,FAM120AOS
5893,FAM120A
5894,FAM120B
5895,FAM120C
5896,FAM122A
5897,FAM122B
5898,FAM122C
5899,AMER2
5900,AMER1
5901,AMER3
5902,FAM124A
5903,FAM124B
5904,MVB12A
5905,MVB12B
5906,FAM126A
5907,FAM126B
5908,RTL8C
5909,RTL8A
5910,RTL8B
5911,MZT2A
5912,MZT2B
5913,FAM129A
5914,FAM129B
5915,FAM129C
5916,FAM131A
5917,FAM131B
5918,FAM131C
5919,C1QTNF12
5920,FAM133A
5921,FAM133B
5922,RETREG2
5923,RETREG1
5924,RETREG3
5925,FAM135A
5926,FAM135B
5927,FAM136A
5928,FAM136BP
5929,FAM138B
5930,FAM138D
5931,FAM138E
5932,FAM138F
5933,FAM13A-AS1
5934,FAM13A
5935,FAM13B
5936,FAM13C
5937,FAM149A
5938,FAM149B1
5939,ALKAL1
5940,ALKAL2
5941,FAM151A
5942,FAM151B
5943,FAM153A
5944,FAM153B
5945,FAM153C
5946,SAXO1
5947,SAXO2
5948,FAM155A
5949,FAM155B
5950,FAM156A
5951,FAM157A
5952,FAM157B
5953,EMC9
5954,SHISAL2A
5955,FAM160A1
5956,FAM160A2
5957,FAM160B1
5958,FAM160B2
5959,FAM161A
5960,FAM161B
5961,FAM162A
5962,FAM162B
5963,FAM163A
5964,FAM163B
5965,ZC2HC1A
5966,ZC2HC1C
5967,SMIM11A
5968,FAM166A
5969,FAM166B
5970,FAM167A
5971,FAM167B
5972,FAM168A
5973,FAM168B
5974,FAM169A
5975,FAM169B
5976,FAM170A
5977,FAM170B
5978,FAM171A1
5979,FAM171A2
5980,FAM171B
5981,FAM172A
5982,FAM173A
5983,FAM173B
5984,FAM174A
5985,FAM174B
5986,ABRAXAS1
5987,ABRAXAS2
5988,EVA1A
5989,EVA1B
5990,FAM177A1
5991,FAM177B
5992,SLF2
5993,FAM178B
5994,TOGARAM2
5995,TOGARAM1
5996,FAM180A
5997,FAM180B
5998,FAM181A
5999,FAM181B
6000,FAM182A
6001,FAM182B
6002,FAM183A
6003,FAM183BP
6004,FAM184A
6005,FAM184B
6006,FAM185A
6007,FAM186A
6008,FAM186B
6009,FAM187B
6010,MINDY3
6011,MINDY4
6012,FAM189A1
6013,FAM189A2
6014,FAM189B
6015,TVP23A
6016,TVP23C
6017,TVP23B
6018,CCSER1
6019,CCSER2
6020,FAM192A
6021,FAM193A
6022,FAM193B
6023,ERICH6
6024,ERICH6B
6025,MCRIP2
6026,MCRIP1
6027,INSYN2
6028,INSYN2B
6029,FAM197Y2
6030,FAM198A
6031,FAM198B
6032,FAM199X
6033,FAM19A1
6034,FAM19A2
6035,FAM19A3
6036,FAM19A4
6037,FAM19A5
6038,FAM200A
6039,FAM200B
6040,FAM20A
6041,FAM20B
6042,FAM20C
6043,WASHC2A
6044,WASHC2A
6045,WASHC2C
6046,NUTM2A
6047,NUTM2D
6048,NUTM2F
6049,NUTM2G
6050,TMEM236
6051,FAM24A
6052,FAM24B
6053,FAM25A
6054,FAM25BP
6055,CALHM4
6056,CALHM5
6057,CALHM6
6058,FAM27C
6059,FAM27B
6060,FAM27C
6061,FAM27E5
6062,FAM32A
6063,SHLD2
6064,FAM35DP
6065,FAM35BP
6066,COX20
6067,PIEZO1
6068,PIEZO2
6069,FAM3A
6070,FAM3B
6071,FAM3C
6072,FAM3D
6073,STRIP1
6074,STRIP2
6075,FAM41AY1
6076,FAM41C
6077,FAM43A
6078,FAM43B
6079,FAM45A
6080,FAM45BP
6081,TENT5A
6082,TENT5B
6083,TENT5C
6084,TENT5D
6085,FAM47A
6086,FAM47B
6087,FAM47C
6088,FAM47E
6089,SUPT20H
6090,SUPT20HL1
6091,SUPT20HL2
6092,FAM49A
6093,FAM49B
6094,FAM50A
6095,FAM50B
6096,FAM53A
6097,FAM53B
6098,FAM53C
6099,MTFR2
6100,MTFR1L
6101,NXPE1
6102,NXPE2
6103,NXPE3
6104,NXPE4
6105,FAM57A
6106,FAM57B
6107,CCNQ
6108,CCNQP1
6109,GAREM1
6110,BRINP2
6111,BRINP3
6112,SINHCAF
6113,MINDY1
6114,MINDY2
6115,PIMREG
6116,RIPOR1
6117,RIPOR2
6118,RIPOR3
6119,FAM66A
6120,FAM66C
6121,FAM66D
6122,FAM66E
6123,FAM69A
6124,FAM69B
6125,FAM69C
6126,TMEM255A
6127,TMEM255B
6128,FAM71A
6129,FAM71B
6130,FAM71C
6131,FAM71D
6132,FAM71E1
6133,FAM71E2
6134,FAM71F1
6135,FAM71F2
6136,FAM72A
6137,FAM72B
6138,FAM72D
6139,MIGA1
6140,MIGA2
6141,FAM74A1
6142,FAM74A3
6143,FAM74A4
6144,SPATA31A1
6145,SPATA31A3
6146,SPATA31A5
6147,SPATA31A6
6148,SPATA31C1
6149,FAM76A
6150,FAM76B
6151,FAM78A
6152,FAM78B
6153,ULK4P2
6154,ULK4P3
6155,FAM81A
6156,FAM81B
6157,RMDN2
6158,RMDN3
6159,RMDN1
6160,FAM83A
6161,FAM83B
6162,FAM83C
6163,FAM83D
6164,FAM83E
6165,FAM83F
6166,FAM83G
6167,FAM83H
6168,FAM84A
6169,FAM84B
6170,EEF2KMT
6171,FAM86B1
6172,FAM86B2
6173,FAM86C1
6174,FAM86DP
6175,FAM89A
6176,FAM89B
6177,FAM8A1
6178,FAM90A1
6179,FAM90A7P
6180,FAM91A1
6181,FAM92A
6182,FAM92A1P2
6183,FAM92B
6184,FAM95B1
6185,CIAO2A
6186,CIAO2B
6187,FAM98A
6188,FAM98B
6189,FAM98C
6190,FAM99A
6191,FAM99B
6192,FAM9A
6193,FAM9B
6194,FAM9C
6195,FANCA
6196,FANCB
6197,FANCC
6198,FANCD2
6199,FANCE
6200,FANCF
6201,FANCG
6202,FANCI
6203,FANCL
6204,FANCM
6205,FANK1
6206,FAP
6207,FAR1
6208,FAR2
6209,FARP1
6210,FARP2
6211,FARS2
6212,FARSA
6213,FARSB
6214,FASLG
6215,FASN
6216,FASTKD1
6217,FASTKD2
6218,FASTKD3
6219,FASTKD5
6220,FASTK
6221,FAS
6222,FAT1
6223,FAT2
6224,FAT3
6225,FAT4
6226,FATE1
6227,FAU
6228,FBF1
6229,FBLIM1
6230,FBLL1
6231,FBLN1
6232,FBLN2
6233,FBLN5
6234,FBLN7
6235,FBL
6236,FBN1
6237,FBN2
6238,FBN3
6239,FBP1
6240,FBP2
6241,FBRSL1
6242,FBRS
6243,FBXL12
6244,FBXL13
6245,FBXL14
6246,FBXL15
6247,FBXL16
6248,FBXL17
6249,FBXL18
6250,FBXL19
6251,FBXL20
6252,FBXL21
6253,FBXL22
6254,FBXL2
6255,FBXL3
6256,FBXL4
6257,FBXL5
6258,FBXL6
6259,FBXL7
6260,FBXL8
6261,FBXO10
6262,FBXO11
6263,FBXO15
6264,FBXO16
6265,FBXO17
6266,FBH1
6267,FBXO21
6268,FBXO22OS
6269,FBXO22
6270,FBXO24
6271,FBXO25
6272,FBXO27
6273,FBXO28
6274,FBXO2
6275,FBXO30
6276,FBXO31
6277,FBXO32
6278,FBXO33
6279,FBXO34
6280,FBXO36
6281,FBXO38
6282,FBXO39
6283,FBXO3
6284,FBXO40
6285,FBXO41
6286,FBXO42
6287,FBXO43
6288,FBXO44
6289,FBXO45
6290,FBXO46
6291,FBXO47
6292,FBXO48
6293,FBXO4
6294,FBXO5
6295,FBXO6
6296,FBXO7
6297,FBXO8
6298,FBXO9
6299,FBXW10
6300,FBXW11
6301,FBXW12
6302,FBXW2
6303,FBXW4
6304,FBXW5
6305,FBXW7
6306,FBXW8
6307,FBXW9
6308,FCAMR
6309,FCAR
6310,FCER1A
6311,FCER1G
6312,FCER2
6313,FCF1
6314,FCGBP
6315,FCGR1A
6316,FCGR1B
6317,FCGR1CP
6318,FCGR2A
6319,FCGR2B
6320,FCGR2C
6321,FCGR3A
6322,FCGR3B
6323,FCGRT
6324,FCHO1
6325,FCHO2
6326,FCHSD1
6327,FCHSD2
6328,FCN1
6329,FCN2
6330,FCN3
6331,FCRL1
6332,FCRL2
6333,FCRL3
6334,FCRL4
6335,FCRL5
6336,FCRL6
6337,FCRLA
6338,FCRLB
6339,FDFT1
6340,FDPSP2
6341,FDPS
6342,FDX2
6343,FDX1
6344,FDXACB1
6345,FDXR
6346,FECH
6347,FEM1A
6348,FEM1B
6349,FEM1C
6350,FEN1
6351,FER1L4
6352,FER1L5
6353,FER1L6
6354,FERD3L
6355,FERMT1
6356,FERMT2
6357,FERMT3
6358,FER
6359,FES
6360,FETUB
6361,FEV
6362,FEZ1
6363,FEZ2
6364,FEZF1
6365,FEZF2
6366,FFAR1
6367,FFAR2
6368,FFAR3
6369,FGA
6370,FGB
6371,FGD1
6372,FGD2
6373,FGD3
6374,FGD4
6375,FGD5
6376,FGD6
6377,FGF10
6378,FGF11
6379,FGF12
6380,FGF13
6381,FGF14
6382,FGF16
6383,FGF17
6384,FGF18
6385,FGF19
6386,FGF1
6387,FGF20
6388,FGF21
6389,FGF22
6390,FGF23
6391,FGF2
6392,FGF3
6393,FGF4
6394,FGF5
6395,FGF6
6396,FGF7
6397,FGF8
6398,FGF9
6399,FGFBP1
6400,FGFBP2
6401,FGFBP3
6402,FGFR1OP2
6403,FGFR1OP
6404,FGFR1
6405,FGFR2
6406,FGFR3
6407,FGFR4
6408,FGFRL1
6409,FGGY
6410,FGG
6411,FGL1
6412,FGL2
6413,FGR
6414,FHAD1
6415,FHDC1
6416,FHIT
6417,FHL1
6418,FHL2
6419,FHL3
6420,FHL5
6421,FHOD1
6422,FHOD3
6423,FH
6424,FIBCD1
6425,FIBIN
6426,FIBP
6427,FICD
6428,FIG4
6429,VEGFD
6430,FIGLA
6431,FIGNL1
6432,FIGNL2
6433,FIGN
6434,FILIP1L
6435,FILIP1
6436,FIP1L1
6437,FIS1
6438,FITM1
6439,FITM2
6440,FIZ1
6441,FJX1
6442,FKBP10
6443,FKBP11
6444,FKBP14
6445,FKBP15
6446,FKBP1AP1
6447,FKBP1A
6448,FKBP1B
6449,FKBP2
6450,FKBP3
6451,FKBP4
6452,FKBP5
6453,FKBP6
6454,FKBP7
6455,FKBP8
6456,FKBP9P1
6457,FKBP9
6458,FKBPL
6459,FKRP
6460,FKSG29
6461,ACTR3BP2
6462,FKSG83
6463,FKTN
6464,FLAD1
6465,FLCN
6466,FLG2
6467,FLG
6468,FLI1
6469,FLII
6470,GABPB1-IT1
6471,FLJ10213
6472,ARHGEF40
6473,FAM86C1
6474,EPB41L4A-DT
6475,FLJ12825
6476,KLF3-AS1
6477,FLJ13224
6478,BIN3-IT1
6479,FLJ16779
6480,FLJ22536
6481,FLJ23867
6482,LINC00905
6483,FLJ25363
6484,FLJ25758
6485,FLJ26850
6486,FLJ30679
6487,FLJ32063
6488,FLJ33360
6489,LINC01184
6490,FLJ34503
6491,FLJ35024
6492,ENDOV
6493,FLJ35390
6494,DLGAP1-AS1
6495,FLJ36000
6496,CCDC71L
6497,FLJ36777
6498,FLJ37201
6499,TMEM272
6500,FLJ37453
6501,C5orf64
6502,FLJ39582
6503,FLJ39609
6504,TAPT1-AS1
6505,LINC01138
6506,EHMT1
6507,FLJ40330
6508,SLC25A3P1
6509,FLJ40504
6510,FLJ40852
6511,FLJ41941
6512,SPATA41
6513,FLJ42393
6514,FLJ42627
6515,NR2F1-AS1
6516,LINC00982
6517,FLJ43390
6518,LINC-PINT
6519,SPATA31D4
6520,MROH5
6521,SPATA31D5P
6522,GAS6-DT
6523,SPATA31D3
6524,C5orf63
6525,FLJ44635
6526,FLJ45079
6527,DICER1-AS1
6528,LINC01000
6529,FLJ45445
6530,FLJ45983
6531,FLJ46111
6532,SPATA31D1
6533,FLJ46361
6534,FLJ90757
6535,FLNA
6536,FLNB
6537,FLNC
6538,FLOT1
6539,FLOT2
6540,FLRT1
6541,FLRT2
6542,FLRT3
6543,FLT1
6544,FLT3LG
6545,FLT3
6546,FLT4
6547,FLVCR1
6548,FLVCR2
6549,FLYWCH1
6550,FLYWCH2
6551,FMN1
6552,FMN2
6553,FMNL1
6554,FMNL2
6555,FMNL3
6556,FMO1
6557,FMO2
6558,FMO3
6559,FMO4
6560,FMO5
6561,FMO6P
6562,FMO9P
6563,FMOD
6564,FMR1NB
6565,FMR1
6566,FN1
6567,FN3KRP
6568,FN3K
6569,FNBP1L
6570,FNBP1
6571,FNBP4
6572,FNDC1
6573,FNDC3A
6574,FNDC3B
6575,FNDC4
6576,FNDC5
6577,FNDC7
6578,FNDC8
6579,FNIP1
6580,FNIP2
6581,FNTA
6582,FNTB
6583,FOLH1B
6584,FOLH1
6585,FOLR1
6586,FOLR2
6587,FOLR3
6588,IZUMO1R
6589,FOSB
6590,FOSL1
6591,FOSL2
6592,FOS
6593,FOXA1
6594,FOXA2
6595,FOXA3
6596,FOXB1
6597,FOXB2
6598,FOXC1
6599,FOXC2
6600,FOXD1
6601,FOXD2
6602,FOXD3
6603,FOXD4L1
6604,FOXD4L4
6605,FOXD4L3
6606,FOXD4L5
6607,FOXD4L6
6608,FOXD4
6609,FOXE1
6610,FOXE3
6611,FOXF1
6612,FOXF2
6613,FOXG1
6614,FOXH1
6615,FOXI1
6616,FOXI2
6617,FOXI3
6618,FOXJ1
6619,FOXJ2
6620,FOXJ3
6621,FOXK1
6622,FOXK2
6623,FOXL1
6624,FOXL2
6625,FOXM1
6626,FOXN1
6627,FOXN2
6628,FOXN3
6629,FOXN4
6630,FOXO1
6631,FOXO3B
6632,FOXO3
6633,FOXO4
6634,FOXP1
6635,FOXP2
6636,FOXP3
6637,FOXP4
6638,FOXQ1
6639,FOXR1
6640,FOXR2
6641,FOXRED1
6642,FOXRED2
6643,FOXS1
6644,FPGS
6645,FPGT
6646,FPR1
6647,FPR2
6648,FPR3
6649,FRAS1
6650,FRAT1
6651,FRAT2
6652,FREM1
6653,FREM2
6654,FRG1BP
6655,FRG1
6656,FRG2B
6657,FRG2C
6658,FRG2
6659,FRK
6660,FRMD1
6661,FRMD3
6662,FRMD4A
6663,FRMD4B
6664,FRMD5
6665,FRMD6
6666,FRMD7
6667,FRMD8
6668,FRMPD1
6669,FRMPD2B
6670,FRMPD2
6671,FRMPD4
6672,FRRS1
6673,FRS2
6674,FRS3
6675,FRYL
6676,FRY
6677,FRZB
6678,FSCB
6679,FSCN1
6680,FSCN2
6681,FSCN3
6682,FSD1L
6683,FSD1
6684,FSD2
6685,FSHB
6686,FSHR
6687,FSIP1
6688,FSTL1
6689,FSTL3
6690,FSTL4
6691,FSTL5
6692,FST
6693,FTCD
6694,FTH1
6695,FTHL17
6696,FTH1P3
6697,FTLP10
6698,FTL
6699,FTMT
6700,FTO
6701,FTSJ1
6702,MRM2
6703,FTSJ3
6704,CMTR2
6705,CMTR1
6706,FUBP1
6707,FUBP3
6708,FUCA1
6709,FUCA2
6710,FUK
6711,FUNDC1
6712,FUNDC2P2
6713,FUNDC2
6714,FURIN
6715,FUS
6716,FUT10
6717,FUT11
6718,FUT1
6719,FUT2
6720,FUT3
6721,FUT4
6722,FUT5
6723,FUT6
6724,FUT7
6725,FUT8
6726,FUT9
6727,FUZ
6728,TIMM10B
6729,FXN
6730,FXR1
6731,FXR2
6732,FXYD1
6733,FXYD2
6734,FXYD3
6735,FXYD4
6736,FXYD5
6737,FXYD6
6738,FXYD7
6739,FYB1
6740,FYCO1
6741,FYN
6742,FYTTD1
6743,FZD10
6744,FZD1
6745,FZD2
6746,FZD3
6747,FZD4
6748,FZD5
6749,FZD6
6750,FZD7
6751,FZD8
6752,FZD9
6753,FZR1
6754,G0S2
6755,G2E3
6756,G3BP1
6757,G3BP2
6758,G6PC2
6759,G6PC3
6760,G6PC
6761,G6PD
6762,GAA
6763,GAB1
6764,GAB2
6765,GAB3
6766,GAB4
6767,GABARAPL1
6768,GABARAPL2
6769,GABARAPL3
6770,GABARAP
6771,GABBR1
6772,GABBR2
6773,GABPA
6774,GABPB1
6775,GABPB2
6776,GABRA1
6777,GABRA2
6778,GABRA3
6779,GABRA4
6780,GABRA5
6781,GABRA6
6782,GABRB1
6783,GABRB2
6784,GABRB3
6785,GABRD
6786,GABRE
6787,GABRG1
6788,GABRG2
6789,GABRG3
6790,GABRP
6791,GABRQ
6792,GABRR1
6793,GABRR2
6794,GABRR3
6795,GAD1
6796,GAD2
6797,GADD45A
6798,GADD45B
6799,GADD45GIP1
6800,GADD45G
6801,GADL1
6802,GAGE10
6803,GAGE12D
6804,GAGE12F
6805,GAGE12J
6806,GAGE13
6807,GAGE1
6808,GAGE2A
6809,GAGE2B
6810,GAGE2C
6811,GAGE2D
6812,GAGE2E
6813,GAGE4
6814,GAGE8
6815,GAK
6816,GAL3ST1
6817,GAL3ST2
6818,GAL3ST3
6819,GAL3ST4
6820,GALC
6821,GALE
6822,GALK1
6823,GALK2
6824,GALM
6825,GALNS
6826,GALNT10
6827,GALNT11
6828,GALNT12
6829,GALNT13
6830,GALNT14
6831,GALNT1
6832,GALNT2
6833,GALNT3
6834,GALNT4
6835,GALNT5
6836,GALNT6
6837,GALNT7
6838,GALNT8
6839,GALNT9
6840,GALNT16
6841,GALNT15
6842,GALNT18
6843,GALNTL5
6844,GALNTL6
6845,GALP
6846,GALR1
6847,GALR2
6848,GALR3
6849,GALT
6850,GAL
6851,GAMT
6852,GANAB
6853,GANC
6854,GAN
6855,GAP43
6856,GAPDHS
6857,GAPDH
6858,GAPT
6859,GAPVD1
6860,GAR1
6861,GARNL3
6862,GARS
6863,GART
6864,GAS1
6865,GAS2L1
6866,GAS2L2
6867,GAS2L3
6868,GAS2
6869,GAS5
6870,GAS6
6871,GAS7
6872,GAS8
6873,GAST
6874,GATA1
6875,GATA2
6876,GATA3
6877,GATA4
6878,GATA5
6879,GATA6
6880,GATAD1
6881,GATAD2A
6882,GATAD2B
6883,GATC
6884,GATM
6885,CASTOR2
6886,CASTOR2
6887,CASTOR1
6888,CASTOR3
6889,GBA2
6890,GBA3
6891,GBAP1
6892,NIPSNAP2
6893,GBA
6894,GBE1
6895,GBF1
6896,GBGT1
6897,GBP1
6898,GBP2
6899,GBP3
6900,GBP4
6901,GBP5
6902,GBP6
6903,GBP7
6904,GBX1
6905,GBX2
6906,GCAT
6907,GCA
6908,GCC1
6909,GCC2
6910,GCDH
6911,GCSAM
6912,PAXBP1
6913,GCGR
6914,GCG
6915,GCH1
6916,GCHFR
6917,GCKR
6918,GCK
6919,GCLC
6920,GCLM
6921,GCM1
6922,GCM2
6923,GCN1
6924,GCNT1
6925,GCNT2
6926,GCNT3
6927,GCNT4
6928,GCNT7
6929,GCOM1
6930,GCSH
6931,GC
6932,GDAP1L1
6933,GDAP1
6934,GDAP2
6935,GDA
6936,GDE1
6937,PCAT4
6938,GDF10
6939,GDF11
6940,GDF15
6941,GDF1
6942,GDF2
6943,GDF3
6944,GDF5
6945,GDF6
6946,GDF7
6947,GDF9
6948,GDI1
6949,GDI2
6950,GDNF
6951,GDPD1
6952,GDPD2
6953,GDPD3
6954,GDPD4
6955,GDPD5
6956,ARHGEF25
6957,GEMIN4
6958,GEMIN5
6959,GEMIN6
6960,GEMIN7
6961,GEMIN8P4
6962,GEMIN8
6963,GEM
6964,GEN1
6965,GET4
6966,GFAP
6967,GFER
6968,GFI1B
6969,GFI1
6970,GFM1
6971,GFM2
6972,GFOD1
6973,GFOD2
6974,GFPT1
6975,GFPT2
6976,GFRA1
6977,GFRA2
6978,GFRA3
6979,GFRA4
6980,GFRAL
6981,GGA1
6982,GGA2
6983,GGA3
6984,GGCT
6985,GGCX
6986,GGH
6987,GGNBP1
6988,GGNBP2
6989,GGN
6990,GGPS1
6991,GGT1
6992,GGT3P
6993,GGT5
6994,GGT6
6995,GGT7
6996,GGT8P
6997,GGTA1P
6998,GGTLC1
6999,GGTLC2
7000,GH1
7001,GH2
7002,GHDC
7003,GHITM
7004,GHRHR
7005,GHRH
7006,GHRLOS
7007,GHRL
7008,GHR
7009,GHSR
7010,GIF
7011,GIGYF1
7012,GIGYF2
7013,GIMAP1
7014,GIMAP2
7015,GIMAP4
7016,GIMAP5
7017,GIMAP6
7018,GIMAP7
7019,GIMAP8
7020,GIN1
7021,GINS1
7022,GINS2
7023,GINS3
7024,GINS4
7025,GIPC1
7026,GIPC2
7027,GIPC3
7028,GIPR
7029,GIP
7030,GIT1
7031,GIT2
7032,SLX1B
7033,GJA10
7034,GJA1
7035,GJA3
7036,GJA4
7037,GJA5
7038,GJA8
7039,GJA9
7040,GJB1
7041,GJB2
7042,GJB3
7043,GJB4
7044,GJB5
7045,GJB6
7046,GJB7
7047,GJC1
7048,GJC2
7049,GJC3
7050,GJD2
7051,GJD3
7052,GJD4
7053,GK2
7054,GK3P
7055,GK5
7056,GKAP1
7057,GKN1
7058,GKN2
7059,GK
7060,GLA
7061,GLB1L2
7062,GLB1L3
7063,GLB1L
7064,GLB1
7065,GLCCI1
7066,GLCE
7067,GLDC
7068,GLDN
7069,GLE1
7070,GLG1
7071,GLI1
7072,GLI2
7073,GLI3
7074,GLI4
7075,GLIPR1L1
7076,GLIPR1L2
7077,GLIPR1
7078,GLIPR2
7079,GLIS1
7080,GLIS2
7081,GLIS3
7082,GLMN
7083,GLO1
7084,GLOD4
7085,GLOD5
7086,GLP1R
7087,GLP2R
7088,GLRA1
7089,GLRA2
7090,GLRA3
7091,GLRA4
7092,GLRB
7093,GLRX2
7094,GLRX3
7095,GLRX5
7096,GLRX
7097,GLS2
7098,GLS
7099,GLT1D1
7100,COLGALT1
7101,COLGALT2
7102,GLT6D1
7103,GLT8D1
7104,GLT8D2
7105,CPTP
7106,GLTPD2
7107,GLTP
7108,BICRA
7109,NOP53
7110,GLUD1
7111,GLUD2
7112,GLUL
7113,GLYATL1
7114,GLYATL2
7115,GLYATL3
7116,GLYAT
7117,GLYCAM1
7118,GLYCTK
7119,GLYR1
7120,GM2A
7121,GMCL2
7122,GMCL1
7123,GMDS
7124,GMEB1
7125,GMEB2
7126,GMFB
7127,GMFG
7128,GMIP
7129,GML
7130,GMNN
7131,GMPPA
7132,GMPPB
7133,GMPR2
7134,GMPR
7135,GMPS
7136,GNA11
7137,GNA12
7138,GNA13
7139,GNA14
7140,GNA15
7141,GNAI1
7142,GNAI2
7143,GNAI3
7144,GNAL
7145,GNAO1
7146,GNAQ
7147,GNAS-AS1
7148,GNAS
7149,GNAT1
7150,GNAT2
7151,GNAT3
7152,GNAZ
7153,GNB1L
7154,GNB1
7155,RACK1
7156,GNB2
7157,GNB3
7158,GNB4
7159,GNB5
7160,GNE
7161,GNG10
7162,GNG11
7163,GNG12
7164,GNG13
7165,GNG2
7166,GNG3
7167,GNG4
7168,GNG5
7169,GNG7
7170,GNG8
7171,GNGT1
7172,GNGT2
7173,GNL1
7174,GNL2
7175,GNL3L
7176,GNL3
7177,GNLY
7178,GNMT
7179,GNPAT
7180,GNPDA1
7181,GNPDA2
7182,GNPNAT1
7183,GNPTAB
7184,GNPTG
7185,GNRH1
7186,GNRH2
7187,GNRHR2
7188,GNRHR
7189,GNS
7190,GOLGA1
7191,GOLGA2P5
7192,GOLGA2P3Y
7193,GOLGA2
7194,GOLGA3
7195,GOLGA4
7196,GOLGA5
7197,GOLGA6A
7198,GOLGA6B
7199,GOLGA6C
7200,GOLGA6D
7201,GOLGA6L10
7202,GOLGA6L1
7203,GOLGA6L5P
7204,GOLGA6L6
7205,GOLGA6L9
7206,GOLGA7B
7207,GOLGA7
7208,GOLGA8A
7209,GOLGA8B
7210,GOLGA8CP
7211,GOLGA8DP
7212,GOLGA8EP
7213,GOLGA8F
7214,GOLGA8G
7215,GOLGA8IP
7216,GOLGB1
7217,GOLIM4
7218,GOLM1
7219,GOLPH3L
7220,GOLPH3
7221,GOLT1A
7222,GOLT1B
7223,GON4L
7224,GOPC
7225,GORAB
7226,GORASP1
7227,GORASP2
7228,GOSR1
7229,GOSR2
7230,GOT1L1
7231,GOT1
7232,GOT2
7233,GP1BA
7234,GP2
7235,GP5
7236,GP6
7237,GP9
7238,GPA33
7239,GPAA1
7240,GPAM
7241,GPAT2
