,0
9876,MIR4697HG
9877,LOC283267
9878,LOC283314
9879,LOC283332
9880,LOC283392
9881,LOC283404
9882,LOC283663
9883,LOC283731
9884,LOC283761
9885,LOC283856
9886,LOC283867
9887,LOC283914
9888,LOC283922
9889,LOC283999
9890,LOC284009
9891,LOC284023
9892,YWHAEP7
9893,LOC284232
9894,LOC284233
9895,LOC284276
9896,LOC284379
9897,LOC284440
9898,LOC284441
9899,LOC284551
9900,LOC284578
9901,LOC284632
9902,LOC284661
9903,LOC284688
9904,LOC284749
9905,LOC284788
9906,LOC284798
9907,LOC284837
9908,LOC284900
9909,LOC285033
9910,LOC285045
9911,LOC285074
9912,TUSC7
9913,LOC285205
9914,LOC285359
9915,LOC285370
9916,LOC285375
9917,LOC285401
9918,LOC285419
9919,LOC285456
9920,LOC285501
9921,LOC285548
9922,LOC285593
9923,LOC285627
9924,LOC285629
9925,LOC285692
9926,BASP1-AS1
9927,LOC285733
9928,LOC285735
9929,LOC285740
9930,LOC285768
9931,LOC285780
9932,LOC285796
9933,LOC285830
9934,LOC285847
9935,LOC285954
9936,LOC286002
9937,LOC286094
9938,LOC286135
9939,LOC286238
9940,LOC286359
9941,LOC286367
9942,LOC286467
9943,LOC29034
9944,LOC338588
9945,LOC338651
9946,LOC338758
9947,LOC338799
9948,LOC339047
9949,LOC339240
9950,LOC339290
9951,LOC339524
9952,LOC339535
9953,LOC339568
9954,LOC339674
9955,LOC339788
9956,LOC340017
9957,LOC340074
9958,LOC340094
9959,LOC340357
9960,LOC340508
9961,LOC341056
9962,LOC342346
9963,LOC344595
9964,LOC344967
9965,LOC347376
9966,LOC348021
9967,LOC348840
9968,LOC348926
9969,LOC349114
9970,LOC349196
9971,LOC360030
9972,LOC374443
9973,LOC374491
9974,LOC375190
9975,LOC387646
9976,LOC387647
9977,LOC388152
9978,LOC388242
9979,LOC388387
9980,LOC388428
9981,LOC388588
9982,LOC388692
9983,SMIM26
9984,LOC388796
9985,LOC388946
9986,LOC388955
9987,LOC389033
9988,LOC389332
9989,LOC389333
9990,LOC389458
9991,LOC389493
9992,LOC389634
9993,LOC389705
9994,LOC389791
9995,LOC390595
9996,LOC390858
9997,LOC391322
9998,LOC392196
9999,LOC399744
10000,LOC399815
10001,LOC399959
10002,LOC400027
10003,LINC02381
10004,LOC400657
10005,LOC400696
10006,LOC400752
10007,LOC400759
10008,LOC400794
10009,LOC400804
10010,LOC400891
10011,LOC400927
10012,LOC400931
10013,LOC400940
10014,LOC401010
10015,LOC401052
10016,MBNL1-AS1
10017,LOC401127
10018,LOC401387
10019,LOC401397
10020,LOC401431
10021,LOC401463
10022,LOC401588
10023,LOC402377
10024,LOC402644
10025,LOC407835
10026,LOC415056
10027,LOC440040
10028,LOC440173
10029,LOC440354
10030,LOC440356
10031,LOC440461
10032,LOC440563
10033,LOC440896
10034,FAR2P1
10035,LOC440925
10036,LOC440944
10037,LOC440957
10038,LOC441046
10039,LOC441089
10040,LOC441177
10041,LOC441204
10042,LOC441208
10043,LOC441294
10044,LOC441454
10045,LOC441455
10046,LOC441601
10047,LOC441666
10048,LOC441869
10049,LOC442308
10050,LOC442421
10051,LOC442454
10052,LOC442459
10053,LOC493754
10054,LOC494141
10055,LOC541471
10056,LOC541473
10057,UBA6-AS1
10058,LOC550643
10059,MIR31HG
10060,LOC55908
10061,PGM5-AS1
10062,LOC595101
10063,LOC606724
10064,LOC613037
10065,LOC619207
10066,LOC641298
10067,LOC641367
10068,LOC642587
10069,LOC642597
10070,LOC642826
10071,LOC642846
10072,LOC642852
10073,LOC642929
10074,LOC643008
10075,LOC643387
10076,LOC643486
10077,LOC643677
10078,LOC643719
10079,NKAIN3-IT1
10080,LOC643837
10081,LOC643923
10082,LOC643955
10083,LOC644145
10084,LOC644165
10085,LOC644172
10086,LOC644538
10087,LOC644669
10088,LOC644936
10089,LOC645166
10090,LINC00461
10091,LOC645332
10092,LOC645431
10093,LOC645676
10094,LOC645752
10095,LOC646214
10096,LOC646471
10097,LOC646498
10098,LOC646627
10099,LOC646762
10100,LOC646813
10101,LOC646851
10102,LOC646982
10103,LOC646999
10104,LOC647121
10105,LOC647288
10106,LOC647309
10107,LOC647859
10108,LOC647946
10109,LOC647979
10110,LOC648691
10111,LOC648740
10112,LOC649330
10113,LOC650293
10114,LOC650368
10115,LOC650623
10116,LOC651250
10117,LOC652276
10118,LOC653113
10119,LOC653501
10120,LOC653544
10121,LOC653545
10122,LOC653566
10123,LOC653653
10124,LOC653786
10125,LOC654342
10126,LOC654433
10127,LOC678655
10128,LOC723809
10129,LOC723972
10130,LOC727677
10131,LOC727896
10132,LOC727924
10133,LOC728024
10134,LOC728190
10135,LOC728264
10136,LOC728276
10137,LOC728323
10138,LOC728392
10139,LOC728410
10140,LOC728554
10141,LOC728606
10142,LOC728613
10143,LOC728640
10144,LOC728643
10145,LOC728723
10146,LOC728743
10147,LOC728758
10148,LOC728819
10149,LOC728855
10150,LOC728875
10151,LOC728989
10152,LOC729020
10153,LOC729082
10154,LOC729121
10155,LOC729156
10156,LOC729176
10157,LOC729234
10158,LOC729375
10159,LOC729467
10160,LOC729603
10161,LOC729609
10162,LOC729668
10163,LOC729678
10164,LOC729799
10165,LOC729991-MEF2B
10166,LOC729991
10167,LOC730101
10168,LOC730668
10169,LOC730811
10170,LOC731779
10171,LOC731789
10172,LOC732275
10173,LOC80054
10174,LOC80154
10175,LOC81691
10176,LOC84740
10177,LOC84856
10178,LOC84931
10179,LOC84989
10180,LOC90110
10181,LOC90246
10182,LOC90586
10183,LOC90784
10184,LOC90834
10185,LOC91149
10186,LOC91316
10187,LOC91450
10188,LOC91948
10189,LOC92249
10190,LOC92659
10191,LOC92973
10192,LOC93432
10193,LOC93622
10194,LOC96610
10195,BORCS5
10196,LOH12CR2
10197,LINC00312
10198,LONP1
10199,LONP2
10200,LONRF1
10201,LONRF2
10202,LONRF3
10203,LOR
10204,LOXHD1
10205,LOXL1
10206,LOXL2
10207,LOXL3
10208,LOXL4
10209,LOX
10210,LPAL2
10211,LPAR1
10212,LPAR2
10213,LPAR3
10214,LPAR4
10215,LPAR5
10216,LPAR6
10217,LPA
10218,LPCAT1
10219,LPCAT2
10220,LPCAT3
10221,LPCAT4
10222,LPGAT1
10223,ADGRL1
10224,ADGRL2
10225,ADGRL3
10226,LPIN1
10227,LPIN2
10228,LPIN3
10229,LPL
10230,LPO
10231,PLPPR1
10232,PLPPR2
10233,PLPPR3
10234,PLPPR4
10235,PLPPR5
10236,LPP
10237,LPXN
10238,FLVCR1-DT
10239,LRAT
10240,LRBA
10241,LRCH1
10242,LRCH2
10243,LRCH3
10244,LRCH4
10245,PIDD1
10246,LRFN1
10247,LRFN2
10248,LRFN3
10249,LRFN4
10250,LRFN5
10251,LRG1
10252,LRGUK
10253,LRIG1
10254,LRIG2
10255,LRIG3
10256,LRIT1
10257,LRIT2
10258,LRIT3
10259,LRMP
10260,LRP10
10261,LRP11
10262,LRP12
10263,LRP1B
10264,LRP1
10265,LRP2BP
10266,LRP2
10267,LRP3
10268,LRP4
10269,LRP5L
10270,LRP5
10271,LRP6
10272,LRP8
10273,LRPAP1
10274,LRPPRC
10275,LRRC10B
10276,LRRC10
10277,LRRC14B
10278,LRRC14
10279,LRRC15
10280,CARMIL1
10281,CARMIL3
10282,LRRC17
10283,LRRC18
10284,LRRC19
10285,LRRC1
10286,LRRC20
10287,LRRC23
10288,LRRC24
10289,LRRC25
10290,LRRC26
10291,LRRC27
10292,LRRC28
10293,LRRC29
10294,LRRC2
10295,LRRC30
10296,LRRC31
10297,LRRC32
10298,NRROS
10299,LRRC34
10300,LRRC36
10301,LRRC37A2
10302,LRRC37A3
10303,LRRC37A4P
10304,LRRC37A
10305,LRRC37BP1
10306,LRRC37B
10307,LRRC39
10308,LRRC3B
10309,LRRC3
10310,LRRC40
10311,LRRC41
10312,LRRC42
10313,LRRC43
10314,LRRC45
10315,LRRC46
10316,LRRC47
10317,DRC3
10318,LRRC49
10319,LRRC4B
10320,LRRC4C
10321,LRRC4
10322,DNAAF1
10323,LRRC52
10324,LRRC55
10325,LRRC56
10326,LRRC57
10327,LRRC58
10328,LRRC59
10329,LRRC61
10330,LRRC66
10331,PPP1R42
10332,LRRC69
10333,LRRC6
10334,LRRC70
10335,LRRC7
10336,LRRC8A
10337,LRRC8B
10338,LRRC8C
10339,LRRC8D
10340,LRRC8E
10341,LRRCC1
10342,LRRFIP1
10343,LRRFIP2
10344,LRRIQ1
10345,LRRIQ3
10346,LRRIQ4
10347,LRRK1
10348,LRRK2
10349,LRRN1
10350,LRRN2
10351,LRRN3
10352,LRRN4CL
10353,LRRN4
10354,LRRTM1
10355,LRRTM2
10356,LRRTM3
10357,LRRTM4
10358,LRSAM1
10359,LRTM1
10360,LRTM2
10361,LRTOMT
10362,LRWD1
10363,LSAMP
10364,LSG1
10365,LSM10
10366,LSM11
10367,LSM12
10368,LSM14A
10369,LSM14B
10370,LSM1
10371,LSM2
10372,LSM3
10373,LSM4
10374,LSM5
10375,LSM6
10376,LSM7
10377,NAA38
10378,LSP1
10379,LSR
10380,LSS
10381,LST-3TM12
10382,LST1
10383,LTA4H
10384,LTA
10385,LTB4R2
10386,LTB4R
10387,LTBP1
10388,LTBP2
10389,LTBP3
10390,LTBP4
10391,LTBR
10392,LTB
10393,LTC4S
10394,LTF
10395,LTK
10396,LTV1
10397,LUC7L2
10398,LUC7L3
10399,LUC7L
10400,LUM
10401,LUZP1
10402,LUZP2
10403,LUZP4
10404,LUZP6
10405,LXN
10406,LY6D
10407,LY6E
10408,LY6G5B
10409,LY6G5C
10410,LY6G6C
10411,LY6G6D
10412,LY6G6E
10413,LY6G6F
10414,LY6H
10415,LY6K
10416,LY75
10417,LY86
10418,LY96
10419,LY9
10420,LYAR
10421,LYG1
10422,LYG2
10423,LYL1
10424,LYNX1
10425,LYN
10426,LYPD1
10427,LYPD2
10428,LYPD3
10429,LYPD4
10430,LYPD5
10431,LYPD6B
10432,LYPD6
10433,LYPLA1
10434,LYPLA2P1
10435,LYPLA2
10436,LYPLAL1
10437,LYRM1
10438,LYRM2
10439,LYRM4
10440,ETFRF1
10441,LYRM7
10442,LYSMD1
10443,LYSMD2
10444,LYSMD3
10445,LYSMD4
10446,LYST
10447,LYVE1
10448,LYZL1
10449,LYZL2
10450,LYZL4
10451,LYZL6
10452,LYZ
10453,LZIC
10454,LZTFL1
10455,LZTR1
10456,LZTS1
10457,LZTS2
10458,M6PR
10459,MAB21L1
10460,MAB21L2
10461,MACC1
10462,MACF1
10463,MACROD1
10464,MACROD2
10465,MAD1L1
10466,MAD2L1BP
10467,MAD2L1
10468,MAD2L2
10469,MADCAM1
10470,MADD
10471,MAEA
10472,MAEL
10473,MAF1
10474,MAFA
10475,MAFB
10476,MAFF
10477,MAFG
10478,MAFK
10479,MAF
10480,MAGEA10
10481,MAGEA11
10482,MAGEA12
10483,MAGEA1
10484,MAGEA2
10485,MAGEA3
10486,MAGEA4
10487,MAGEA5
10488,MAGEA6
10489,MAGEA8
10490,MAGEA9B
10491,MAGEB10
10492,MAGEB16
10493,MAGEB18
10494,MAGEB1
10495,MAGEB2
10496,MAGEB3
10497,MAGEB4
10498,MAGEB6
10499,MAGEC1
10500,MAGEC2
10501,MAGEC3
10502,MAGED1
10503,MAGED2
10504,MAGED4B
10505,MAGED4
10506,MAGEE1
10507,MAGEE2
10508,MAGEF1
10509,MAGEH1
10510,MAGEL2
10511,MAGI1
10512,MAGI2
10513,MAGI3
10514,MAGIX
10515,MAGOHB
10516,MAGOH
10517,MAGT1
10518,MAG
10519,MAK16
10520,MAK
10521,MAL2
10522,MALAT1
10523,MALL
10524,MALT1
10525,MAL
10526,MAMDC2
10527,MAMDC4
10528,MAML1
10529,MAML2
10530,MAML3
10531,MAMLD1
10532,MAMSTR
10533,MAN1A1
10534,MAN1A2
10535,MAN1B1
10536,MAN1C1
10537,MAN2A1
10538,MAN2A2
10539,MAN2B1
10540,MAN2B2
10541,MAN2C1
10542,MANBAL
10543,MANBA
10544,MANEAL
10545,MANEA
10546,MANF
10547,MANSC1
10548,MAOA
10549,MAOB
10550,MAP1A
10551,MAP1B
10552,METAP1D
10553,MAP1LC3A
10554,MAP1LC3B2
10555,MAP1LC3B
10556,MAP1LC3C
10557,MAP1S
10558,MAP2K1
10559,MAP2K2
10560,MAP2K3
10561,MAP2K4
10562,MAP2K5
10563,MAP2K6
10564,MAP2K7
10565,MAP2
10566,MAP3K10
10567,MAP3K11
10568,MAP3K12
10569,MAP3K13
10570,MAP3K14
10571,MAP3K15
10572,MAP3K1
10573,MAP3K2
10574,MAP3K3
10575,MAP3K4
10576,MAP3K5
10577,MAP3K6
10578,MAP3K7
10579,MAP3K8
10580,MAP3K9
10581,MAP4K1
10582,MAP4K2
10583,MAP4K3
10584,MAP4K4
10585,MAP4K5
10586,MAP4
10587,MAP6D1
10588,MAP6
10589,MAP7D1
10590,MAP7D2
10591,MAP7D3
10592,MAP7
10593,MAP9
10594,MAPK10
10595,MAPK11
10596,MAPK12
10597,MAPK13
10598,MAPK14
10599,MAPK15
10600,MAPK1IP1L
10601,MAPK1
10602,MAPK3
10603,MAPK4
10604,MAPK6
10605,MAPK7
10606,MAPK8IP1
10607,MAPK8IP2
10608,MAPK8IP3
10609,MAPK8
10610,MAPK9
10611,MAPKAP1
10612,MAPKAPK2
10613,MAPKAPK3
10614,MAPKAPK5
10615,MAPKBP1
10616,LAMTOR3
10617,MAPRE1
10618,MAPRE2
10619,MAPRE3
10620,MAPT
10621,MARCH10
10622,MARCH11
10623,MARCH1
10624,MARCH2
10625,MARCH3
10626,MARCH4
10627,MARCH5
10628,MARCH6
10629,MARCH7
10630,MARCH8
10631,MARCH9
10632,MARCKSL1
10633,MARCKS
10634,MARCO
10635,MARK1
10636,MARK2
10637,MARK3
10638,MARK4
10639,MARS2
10640,MARS
10641,MARVELD1
10642,MARVELD2
10643,MARVELD3
10644,MAS1L
10645,MAS1
10646,MASP1
10647,MASP2
10648,MAST1
10649,MAST2
10650,MAST3
10651,MAST4
10652,MASTL
10653,MAT1A
10654,MAT2A
10655,MAT2B
10656,MATK
10657,MATN1
10658,MATN2
10659,MATN3
10660,MATN4
10661,MATR3
10662,MAVS
10663,MAX
10664,MAZ
10665,MBD1
10666,MBD2
10667,MBD3L1
10668,MBD3L2
10669,MBD3L5
10670,MBD3
10671,MBD4
10672,MBD5
10673,MBD6
10674,MBIP
10675,MBL1P
10676,MBL2
10677,MBLAC1
10678,MBLAC2
10679,MBNL1
10680,MBNL2
10681,MBNL3
10682,MBOAT1
10683,MBOAT2
10684,MBOAT4
10685,MBOAT7
10686,MBP
10687,MBTD1
10688,MBTPS1
10689,MBTPS2
10690,MB
10691,MC1R
10692,MC2R
10693,MC3R
10694,MC4R
10695,MC5R
10696,MCAM
10697,SLC25A51
10698,SLC25A52
10699,SLC25A51P1
10700,SLC25A53
10701,MCAT
10702,MCCC1
10703,MCCC2
10704,MCCD1
10705,MCC
10706,MCEE
10707,MCF2L2
10708,MCF2L
10709,MCF2
10710,MCFD2
10711,MCHR1
10712,MCHR2
10713,MCL1
10714,MCM10
10715,MCM2
10716,MCM3AP-AS1
10717,MCM3AP
10718,MCM3
10719,MCM4
10720,MCM5
10721,MCM6
10722,MCM7
10723,MCM8
10724,MCM9
10725,MCOLN1
10726,MCOLN2
10727,MCOLN3
10728,MCPH1
10729,MCRS1
10730,MCTP1
10731,MCTP2
10732,MCTS1
10733,MDC1
10734,MDFIC
10735,MDFI
10736,MDGA1
10737,MDGA2
10738,MDH1B
10739,MDH1
10740,MDH2
10741,MDK
10742,MDM1
10743,MDM2
10744,MDM4
10745,MDN1
10746,MDP1
10747,MDS2
10748,ME1
10749,ME2
10750,ME3
10751,MEA1
10752,MEAF6
10753,MECOM
10754,MECP2
10755,MECR
10756,MED10
10757,MED11
10758,MED12L
10759,MED12
10760,MED13L
10761,MED13
10762,MED14
10763,MED15
10764,MED16
10765,MED17
10766,MED18
10767,MED19
10768,MED1
10769,MED20
10770,MED21
10771,MED22
10772,MED23
10773,MED24
10774,MED25
10775,MED26
10776,MED27
10777,MED28
10778,MED29
10779,MED30
10780,MED31
10781,MED4
10782,MED6
10783,MED7
10784,MED8
10785,MED9
10786,MEF2A
10787,MEF2B
10788,MEF2C
10789,MEF2D
10790,MEFV
10791,MEG3
10792,MEG8
10793,MEGF10
10794,MEGF11
10795,MEGF6
10796,MEGF8
10797,MEGF9
10798,MEI1
10799,MEIG1
10800,MEIS1
10801,MEIS2
10802,MEIS3P1
10803,MEIS3
10804,MELK
10805,MEMO1
10806,MEN1
10807,MEOX1
10808,MEOX2
10809,MEP1A
10810,MEP1B
10811,MEPCE
10812,MEPE
10813,MERTK
10814,TLNRD1
10815,MESD
10816,MESP1
10817,MESP2
10818,MESTIT1
10819,MEST
10820,METAP1
10821,METAP2
10822,METRNL
10823,METRN
10824,METTL16
10825,METTL17
10826,METTL15
10827,EEF1AKMT2
10828,NTMT1
10829,METTL11B
10830,CSKMT
10831,METTL13
10832,METTL14
10833,METTL1
10834,METTL2A
10835,METTL2B
10836,METTL3
10837,METTL4
10838,METTL5
10839,METTL6
10840,METTL7A
10841,METTL7B
10842,METTL8
10843,METTL9
10844,MET
10845,MEX3A
10846,MEX3B
10847,MEX3C
10848,MEX3D
10849,MFAP1
10850,MFAP2
10851,MFAP3L
10852,MFAP3
10853,MFAP4
10854,MFAP5
10855,MFF
10856,MFGE8
10857,MFHAS1
10858,MELTF
10859,MFN1
10860,MFN2
10861,MFNG
10862,MFRP
10863,MFSD10
10864,MFSD11
10865,MFSD1
10866,MFSD2A
10867,MFSD2B
10868,MFSD3
10869,MFSD4A
10870,MFSD5
10871,MFSD6L
10872,MFSD6
10873,SLC49A3
10874,MFSD8
10875,MFSD9
10876,MGAM
10877,MGAT1
10878,MGAT2
10879,MGAT3
10880,MGAT4A
10881,MGAT4B
10882,MGAT4C
10883,MGAT5B
10884,MGAT5
10885,MGA
10886,MGC12916
10887,FOXD2-AS1
10888,MGC14436
10889,MGC15885
10890,MGC16025
10891,MIR503HG
10892,MGC16142
10893,MGC16275
10894,MGC16384
10895,MGC16703
10896,GLIDR
10897,LINC00638
10898,SNAI3-AS1
10899,TEX47
10900,MGC27382
10901,MGC2752
10902,MGC2889
10903,MZB1
10904,LINC01312
10905,ZNF205-AS1
10906,NIM1K
10907,LINC00626
10908,MGC45800
10909,ARF2P
10910,C8orf82
10911,MGC72080
10912,MGC87042
10913,OGA
10914,MGLL
10915,MGMT
10916,MGP
10917,MGRN1
10918,MGST1
10919,MGST2
10920,MGST3
10921,MIA2
10922,MIA3
10923,MIAT
10924,MIA
10925,MIB1
10926,MIB2
10927,MICAL1
10928,MICAL2
10929,MICAL3
10930,MICALCL
10931,MICALL1
10932,MICALL2
10933,MICA
10934,MICB
10935,MID1IP1
10936,MID1
10937,MID2
10938,MIDN
10939,MIER1
10940,MIER2
10941,MIER3
10942,MIF4GD
10943,MIF
10944,MIIP
10945,MIMT1
10946,RIOX2
10947,MINK1
10948,MINPP1
10949,MIOS
10950,MIOX
10951,MIPEP
10952,MIPOL1
10953,MIP
10954,MIR155HG
10955,MIR17HG
10956,MIS12
10957,MITD1
10958,MITF
10959,MIXL1
10960,NIFK
10961,MKI67
10962,MKKS
10963,MRTFA
10964,MRTFB
10965,MKLN1
10966,MKNK1
10967,MKNK2
10968,MKRN1
10969,MKRN2
10970,MKRN3
10971,MKS1
10972,MKX
10973,MLANA
10974,MLC1
10975,MLEC
10976,CENPU
10977,MLF1
10978,MLF2
10979,MLH1
10980,MLH3
10981,MLKL
10982,KMT2B___KMT2D
10983,KMT2C
10984,KMT2B___KMT2D
10985,KMT2E
10986,MLLT10
10987,MLLT11
10988,MLLT1
10989,MLLT3
10990,AFDN
10991,MLLT6
10992,KMT2A
10993,MLNR
10994,MLN
10995,MLPH
10996,MLST8
10997,MLXIPL
10998,MLXIP
10999,MLX
11000,MLYCD
11001,MMAA
11002,MMAB
11003,MMACHC
11004,MMADHC
11005,MMD2
11006,MMD
11007,MMEL1
11008,MME
11009,MMGT1
11010,MMP10
11011,MMP11
11012,MMP12
11013,MMP13
11014,MMP14
11015,MMP15
11016,MMP16
11017,MMP17
11018,MMP19
11019,MMP1
11020,MMP20
11021,MMP21
11022,MMP23A
11023,MMP23B
11024,MMP24
11025,MMP25
11026,MMP26
11027,MMP27
11028,MMP28
11029,MMP2
11030,MMP3
11031,MMP7
11032,MMP8
11033,MMP9
11034,MMRN1
11035,MMRN2
11036,MMS19
11037,MN1
11038,MNAT1
11039,MND1
11040,MNDA
11041,MNS1
11042,MNT
11043,MNX1
11044,MOAP1
11045,MOB2
11046,MOB1B
11047,MOB1A
11048,MOB3A
11049,MOB3B
11050,MOB3C
11051,MOB4
11052,MOBP
11053,MOCOS
11054,MOCS1
11055,MOCS2
11056,MOCS3
11057,MOGAT1
11058,MOGAT2
11059,MOGAT3
11060,MOGS
11061,MOG
11062,MON1A
11063,MON1B
11064,MON2
11065,MORC1
11066,MORC2
11067,MORC3
11068,MORC4
11069,MORF4L1
11070,MORF4L2
11071,MORF4
11072,MORN1
11073,MORN2
11074,MORN3
11075,MORN4
11076,MORN5
11077,MARC1
11078,MARC2
11079,MOSPD1
11080,MOSPD2
11081,MOSPD3
11082,MOS
11083,MOV10L1
11084,MOV10
11085,MOXD1
11086,MPDU1
11087,MPDZ
11088,MPEG1
11089,MPG
11090,MPHOSPH10
11091,MPHOSPH6
11092,MPHOSPH8
11093,MPHOSPH9
11094,MPI
11095,MPL
11096,MPND
11097,MPO
11098,MPP1
11099,MPP2
11100,MPP3
11101,MPP4
11102,MPP5
11103,MPP6
11104,MPP7
11105,MPPE1
11106,MPPED1
11107,MPPED2
11108,MPRIP
11109,MPST
11110,MPV17L2
11111,MPV17L
11112,MPV17
11113,MPZL1
11114,MPZL2
11115,MPZL3
11116,MPZ
11117,MR1
11118,MRAP2
11119,MRAP
11120,MRAS
11121,MRC1
11122,MRC2
11123,MRE11
11124,MREG
11125,MRFAP1L1
11126,MRFAP1
11127,MRGPRD
11128,MRGPRE
11129,MRGPRF
11130,MRGPRG
11131,MRGPRX1
11132,MRGPRX2
11133,MRGPRX3
11134,MRGPRX4
11135,MRI1
11136,MRM1
11137,MRO
11138,MRPL57
11139,MRPL10
11140,MRPL11
11141,MRPL12
11142,MRPL13
11143,MRPL14
11144,MRPL15
11145,MRPL16
11146,MRPL17
11147,MRPL18
11148,MRPL19
11149,MRPL1
11150,MRPL20
11151,MRPL21
11152,MRPL22
11153,MRPL23
11154,MRPL24
11155,MRPL27
11156,MRPL28
11157,MRPL2
11158,MRPL30
11159,MRPL32
11160,MRPL33
11161,MRPL34
11162,MRPL35
11163,MRPL36
11164,MRPL37
11165,MRPL38
11166,MRPL39
11167,MRPL3
11168,MRPL40
11169,MRPL41
11170,MRPL42P5
11171,MRPL42
11172,MRPL43
11173,MRPL44
11174,MRPL45
11175,MRPL46
11176,MRPL47
11177,MRPL48
11178,MRPL49
11179,MRPL4
11180,MRPL50
11181,MRPL51
11182,MRPL52
11183,MRPL53
11184,MRPL54
11185,MRPL55
11186,MRPL9
11187,MRPS10
11188,MRPS11
11189,MRPS12
11190,MRPS14
11191,MRPS15
11192,MRPS16
11193,MRPS17
11194,MRPS18A
11195,MRPS18B
11196,MRPS18C
11197,MRPS21
11198,MRPS22
11199,MRPS23
11200,MRPS24
11201,MRPS25
11202,MRPS26
11203,MRPS27
11204,MRPS28
11205,MRPS2
11206,MRPS30
11207,MRPS31
11208,MRPS33
11209,MRPS34
11210,MRPS35
11211,MRPS36
11212,MRPS5
11213,MRPS6
11214,MRPS7
11215,MRPS9
11216,MRRF
11217,MRS2P2
11218,MRS2
11219,MRTO4
11220,MRVI1
11221,MS4A10
11222,MS4A12
11223,MS4A13
11224,MS4A14
11225,MS4A15
11226,MS4A1
11227,MS4A2
11228,MS4A3
11229,MS4A4A
11230,MS4A5
11231,MS4A6A
11232,MS4A6E
11233,MS4A7
11234,MS4A8
11235,MSC
11236,MSGN1
11237,MSH2
11238,MSH3
11239,MSH4
11240,MSH5
11241,MSH6
11242,MSI1
11243,MSI2
11244,MSL1
11245,MSL2
11246,MSL3P1
11247,MSL3
11248,MSLNL
11249,MSLN
11250,MSMB
11251,MSMP
11252,MSN
11253,MSR1
11254,MSRA
11255,MSRB2
11256,MSRB3
11257,MST1P2
11258,MST1L
11259,MST1R
11260,MST1
11261,STK26
11262,MSTN
11263,MSTO1
11264,MSTO2P
11265,MSX1
11266,MSX2P1
11267,MSX2
11268,MT1A
11269,MT1B
11270,MT1DP
11271,MT1E
11272,MT1F
11273,MT1G
11274,MT1H
11275,MT1IP
11276,MT1L
11277,MT1M
11278,MT1X
11279,MT2A
11280,MT3
11281,MT4
11282,MTA1
11283,MTA2
11284,MTA3
11285,MTAP
11286,MTBP
11287,MTCH1
11288,MTCH2
11289,CMC4
11290,MTCP1
11291,MTDH
11292,MTERF3
11293,MTERF4
11294,MTERF2
11295,MTERF1
11296,MTF1
11297,MTF2
11298,MTFMT
11299,MTFR1
11300,MTG1
11301,MTHFD1L
11302,MTHFD1
11303,MTHFD2L
11304,MTHFD2
11305,MTHFR
11306,MTHFSD
11307,MTHFS
11308,MTIF2
11309,MTIF3
11310,TESMIN
11311,MTM1
11312,MTMR10
11313,MTMR11
11314,MTMR12
11315,MTMR14
11316,FAN1
11317,MTMR1
11318,MTMR2
11319,MTMR3
11320,MTMR4
11321,MTMR6
11322,MTMR7
11323,MTMR8
11324,MTMR9LP
11325,MTMR9
11326,MTNR1A
11327,MTNR1B
11328,MTO1
11329,MTOR
11330,MTFP1
11331,MTPAP
11332,MTRF1L
11333,MTRF1
11334,MTRR
11335,MTR
11336,MTSS1L
11337,MTSS1
11338,MTTP
11339,MTUS1
11340,MTUS2
11341,MTVR2
11342,MTX1
11343,MTX2
11344,MTX3
11345,MUC12
11346,MUC13
11347,MUC15
11348,MUC16
11349,MUC17
11350,MUC1
11351,MUC20
11352,MUC21
11353,MUC2
11354,MUC4
11355,MUC5B
11356,MUC6
11357,MUC7
11358,MUCL1
11359,AP5M1
11360,MUL1
11361,MUM1L1
11362,MUM1
11363,CAVIN4
11364,MUS81
11365,MUSK
11366,MUSTN1
11367,BLOC1S5
11368,MUTYH
11369,MUT
11370,MVD
11371,MVK
11372,MVP
11373,MX1
11374,MX2
11375,MXD1
11376,MXD3
11377,MXD4
11378,MXI1
11379,MXRA5
11380,MXRA7
11381,MXRA8
11382,MYADML2
11383,MYADML
11384,MYADM
11385,MYBBP1A
11386,MYBL1
11387,MYBL2
11388,MYBPC1
11389,MYBPC2
11390,MYBPC3
11391,MYBPHL
11392,MYBPH
11393,MYB
11394,MYCBP2
11395,MYCBPAP
11396,MYCBP
11397,MYCL
11398,MYCNOS
11399,MYCN
11400,MYCT1
11401,MYC
11402,MYD88
11403,MYEF2
11404,COPS9
11405,MYEOV
11406,MYF5
11407,MYF6
11408,MYH10
11409,MYH11
11410,MYH13
11411,MYH14
11412,MYH15
11413,MYH16
11414,MYH1
11415,MYH2
11416,MYH3
11417,MYH4
11418,MYH6
11419,MYH7B
11420,MYH7
11421,MYH8
11422,MYH9
11423,MYL10
11424,MYL12A
11425,MYL12B
11426,MYL1
11427,MYL2
11428,MYL3
11429,MYL4
11430,MYL5
11431,MYL6B
11432,MYL6
11433,MYL7
11434,MYL9
11435,MYLIP
11436,MYLK2
11437,MYLK3
11438,MYLK4
11439,MYLK
11440,MYLPF
11441,MYNN
11442,MYO10
11443,MYO15A
11444,MYO15B
11445,MYO16
11446,MYO18A
11447,MYO18B
11448,MYO19
11449,MYO1A
11450,MYO1B
11451,MYO1C
11452,MYO1D
11453,MYO1E
